,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.8010776049361258,0.020335447988181106,0.17858694707569306
teammate,0.00015348016268897246,0.6935768551914665,0.30626966464584454
supervisor,8.816009873931059e-05,8.816009873931059e-05,0.9998236798025214
