,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.11949248283653428,0.46215347179977406,0.41835404536369164
teammate,0.0128155935845292,0.972066610390607,0.015117796024863786
supervisor,8.816009873931059e-05,8.816009873931059e-05,0.9998236798025214
