,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.46545580950725646,0.5310680455374989,0.003476144955244634
teammate,0.008057708541171054,0.9918655513774844,7.674008134448623e-05
supervisor,0.0027329630609186284,0.0011460812836110376,0.9961209556554703
