,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.7476318762492395,0.2522812201268793,8.690362388111584e-05
teammate,0.05816898165912056,0.941754278259535,7.674008134448623e-05
supervisor,0.0008816009873931059,0.008287049281495195,0.9908313497311116
