,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.31155050003817086,0.6824948469348805,0.005954653026948622
teammate,7.417847340701729e-05,0.9990356798457087,0.0008901416808842074
supervisor,7.580926389204761e-05,7.580926389204761e-05,0.9998483814722159
