,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.25215665317963204,0.747079929765631,0.0007634170547370029
teammate,0.005489207032119279,0.9936206512869965,0.0008901416808842074
supervisor,7.580926389204761e-05,0.0021226593889773332,0.9978015313471306
