,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.9566379112909382,0.04320940529811436,0.00015268341094740057
teammate,0.010310807803575402,0.9896150137230176,7.417847340701729e-05
supervisor,7.580926389204761e-05,0.015086043514517474,0.9848381472215905
