,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.7946408122757462,0.20513016260783265,0.00022902511642110084
teammate,7.417847340701729e-05,0.999851643053186,7.417847340701729e-05
supervisor,7.580926389204761e-05,0.006064741111363809,0.9938594496247442
