,config,scene,role,cmd_mode,cmd,role rec method,cmd rec method,stamp,object id,object class,estimated role,estimated command
142,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996510.5756192,0,person,supervisor,none
143,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996511.5089643,0,person,supervisor,advance
144,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996512.5758002,0,person,supervisor,none
145,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996513.4758022,0,person,supervisor,none
146,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996514.542469,0,person,supervisor,none
147,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996515.5757997,0,person,supervisor,none
148,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996516.542473,0,person,supervisor,none
149,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996517.542473,0,person,supervisor,advance
150,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996518.5424838,0,person,supervisor,none
151,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,advance,artag,verbal,1720996519.5758138,0,person,supervisor,none
152,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,attention,artag,verbal,1720996519.5758138,0,person,supervisor,none
153,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,attention,artag,verbal,1720996519.5758138,0,person,supervisor,none
154,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,attention,artag,verbal,1720996610.0774076,1,person,pedestrian,none
155,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,attention,artag,verbal,1720996611.5440555,1,person,supervisor,none
156,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,attention,artag,verbal,1720996612.5773695,1,person,supervisor,attention
157,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,attention,artag,verbal,1720996613.510722,1,person,supervisor,none
158,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,attention,artag,verbal,1720996614.5773835,1,person,supervisor,none
159,config/exp3_cmd_cfgs/ar_role_verbal_music_best_overall_cmd.yaml,lab,supervisor,gest_verb,attention,artag,verbal,1720996615.4773793,1,person,supervisor,none
