,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.05322000153151084,0.9467034229267172,7.657554177195804e-05
teammate,7.973845785822502e-05,0.9978470616378279,0.0020731999043138508
supervisor,7.766387076731904e-05,7.766387076731904e-05,0.9998446722584654
