,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.0033693238379661535,0.9965541006202618,7.657554177195804e-05
teammate,7.973845785822502e-05,0.9998405230842835,7.973845785822502e-05
supervisor,7.766387076731904e-05,0.15051258154706432,0.8494097545821684
