,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.07603951297955433,0.9238839114786737,7.657554177195804e-05
teammate,0.0004784307471493501,0.9994418307949924,7.973845785822502e-05
supervisor,0.00015532774153463808,0.005125815470643057,0.9947188567878223
