,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.00015315108354391609,0.9995405467493682,0.00030630216708783217
teammate,7.973845785822502e-05,0.9997607846264254,0.00015947691571645004
supervisor,7.766387076731904e-05,0.0029512270891581234,0.9969711090400746
