,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.2815682670954897,0.7183551573627384,7.657554177195804e-05
teammate,0.004545092097918826,0.995375169444223,7.973845785822502e-05
supervisor,7.766387076731904e-05,0.01863932898415657,0.9812830071450761
