,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.004364805881001608,0.9955586185772264,7.657554177195804e-05
teammate,7.973845785822502e-05,0.9998405230842835,7.973845785822502e-05
supervisor,0.0031065548306927616,0.004426840633737186,0.99246660453557
