,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.7202623158061076,0.2796981788014064,3.950539248607435e-05
teammate,0.03327674678807053,0.9667039623442263,1.9290867703229292e-05
supervisor,0.0012258349744785177,0.011796149672440819,0.9869780153530807
