,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.14002686366689054,0.7628096235136096,0.09716351281949986
teammate,0.0072533662564142135,0.988637678922798,0.004108954820787839
supervisor,6.028696595795989e-05,0.0007837305574534785,0.9991559824765885
