,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.5048789159720302,0.49460751392565083,0.0005135701023189665
teammate,0.009838342528646939,0.990065203132837,9.645433851614645e-05
supervisor,0.0016880350468228768,0.0025320525702343154,0.9957799123829428
