,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.5355351005412239,0.4116461897048947,0.05281870975388141
teammate,0.0003086538832516687,0.9163355067710945,0.08335583934565377
supervisor,2.0095655319319964e-05,2.0095655319319964e-05,0.9999598086893614
