,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.12598303777949113,0.8720123361603701,0.0020046260601387818
teammate,0.016413944036267,0.9831952477723933,0.0003908081913396905
supervisor,0.00024269881077582719,0.0001617992071838848,0.9995955019820403
