,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.8986892829606785,0.10123361603700848,7.710100231303006e-05
teammate,0.060497108019384085,0.939424730342348,7.81616382679381e-05
supervisor,0.004206779386781005,0.004611277404740717,0.9911819432084783
