,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.5662297609868928,0.3861218195836546,0.04764841942945258
teammate,0.0011724245740190715,0.9920275128966703,0.006800062529310614
supervisor,8.08996035919424e-05,8.08996035919424e-05,0.9998382007928162
