,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.482035466461064,0.517887432536623,7.710100231303006e-05
teammate,0.0018758793184305144,0.9980459590433015,7.81616382679381e-05
supervisor,0.009950651241808914,0.08559178060027506,0.904457568157916
