,pedestrian_est,teammate_est,supervisor_est
pedestrian,0.5260601387818041,0.47347725520431766,0.0004626060138781804
teammate,0.023917461309989056,0.9758480537752071,0.0002344849148038143
supervisor,0.002831486125717984,0.003235984143677696,0.9939325297306043
