,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.7751707367549668,0.03342301324503311,0.12443087748344371,0.06697537251655629
courtyard_actual,0.6389503856819929,0.1387056931789052,0.22227400899536248,6.991214373936753e-05
lab_actual,2.3701175578308683e-05,2.3701175578308683e-05,0.9049819871065605,0.0949706105422829
lobby_actual,2.4129527302560142e-05,2.4129527302560142e-05,2.4129527302560142e-05,0.9999276114180923
