,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.01697019867549669,0.9829780629139073,2.5869205298013245e-05,2.5869205298013245e-05
courtyard_actual,2.3304047913122508e-05,0.9999300878562606,2.3304047913122508e-05,2.3304047913122508e-05
lab_actual,2.3701175578308683e-05,2.3701175578308683e-05,0.9999288964732651,2.3701175578308683e-05
lobby_actual,2.4129527302560142e-05,4.8259054605120284e-05,0.8484424390126197,0.15148517240547257
