,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.9980339403973509,2.5869205298013245e-05,0.0019143211920529802,2.5869205298013245e-05
courtyard_actual,0.9999067838083475,4.6608095826245015e-05,2.3304047913122508e-05,2.3304047913122508e-05
lab_actual,0.1260665529010239,2.3701175578308683e-05,0.8737912400455062,0.00011850587789154341
lobby_actual,0.1303477064884299,2.4129527302560142e-05,4.8259054605120284e-05,0.8695799049296624
