,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.9104408112582781,0.08950745033112582,2.5869205298013245e-05,2.5869205298013245e-05
courtyard_actual,0.0036354314744471115,0.9963179604297266,2.3304047913122508e-05,2.3304047913122508e-05
lab_actual,2.3701175578308683e-05,0.001208759954493743,0.9937191884717482,0.00504835039817975
lobby_actual,2.4129527302560142e-05,0.0004102019641435224,0.11545978814275028,0.8841058803658036
