,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.999896523178808,5.173841059602649e-05,2.5869205298013245e-05,2.5869205298013245e-05
courtyard_actual,0.9900025634452705,0.0031460464682715387,0.006828086038544895,2.3304047913122508e-05
lab_actual,0.0017538869927948427,2.3701175578308683e-05,0.9265500568828214,0.07167235494880546
lobby_actual,0.01679415100258186,2.4129527302560142e-05,0.0007238858190768043,0.9824578336510388
