,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,0.929765107615894,0.0004397764900662252,2.5869205298013245e-05,0.06976924668874172
courtyard_actual,0.8930810281745939,0.09368227261075249,2.3304047913122508e-05,0.013213395166740463
lab_actual,2.3701175578308683e-05,2.3701175578308683e-05,0.9816078877512324,0.01834470989761092
lobby_actual,2.4129527302560142e-05,2.4129527302560142e-05,0.0008204039282870448,0.9991313370171079
