,campus_est,courtyard_est,lab_est,lobby_est
campus_actual,29964.0,1291.0,4809.0,2588.0
courtyard_actual,27417.0,5951.0,9537.0,2.0
lab_actual,0.0,0.0,38182.0,4006.0
lobby_actual,0.0,0.0,0.0,41439.0
